ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-04-26,25326.810574006504,9430.491953184855,45315.38155632833,25326.810574006504,25326.810574006504,1970.4953484669975,1970.4953484669975,1970.4953484669975,1970.4953484669975,1970.4953484669975,1970.4953484669975,0.0,0.0,0.0,27297.3059224735
2011-04-27,25342.060273561183,6254.703152369769,43140.65252976425,25342.060273561183,25342.060273561183,-732.93918339328,-732.93918339328,-732.93918339328,-732.93918339328,-732.93918339328,-732.93918339328,0.0,0.0,0.0,24609.121090167904
2011-04-28,25357.30997311586,13760.409296696693,49510.15631835832,25357.30997311586,25357.30997311586,6523.218076417621,6523.218076417621,6523.218076417621,6523.218076417621,6523.218076417621,6523.218076417621,0.0,0.0,0.0,31880.52804953348
2011-05-01,25403.0590717799,-8446.816028781155,28030.782770870923,25403.0590717799,25403.0590717799,-14952.752658282172,-14952.752658282172,-14952.752658282172,-14952.752658282172,-14952.752658282172,-14952.752658282172,0.0,0.0,0.0,10450.306413497727
2011-05-03,25433.558470889264,9641.592197198877,44887.83925715088,25433.558470889264,25433.558470889264,1970.495348483952,1970.495348483952,1970.495348483952,1970.495348483952,1970.495348483952,1970.495348483952,0.0,0.0,0.0,27404.053819373217
2011-05-04,25448.836049016692,6758.699024207476,42220.57264274027,25448.836049016692,25448.836049016692,-732.9391834641328,-732.9391834641328,-732.9391834641328,-732.9391834641328,-732.9391834641328,-732.9391834641328,0.0,0.0,0.0,24715.89686555256
2011-05-05,25464.113627144125,12796.470134110778,49177.552060587805,25464.113627144125,25464.113627144125,6523.218076429526,6523.218076429526,6523.218076429526,6523.218076429526,6523.218076429526,6523.218076429526,0.0,0.0,0.0,31987.33170357365
2011-05-06,25479.391205271553,6625.215438219507,42062.64559003935,25479.391205271553,25479.391205271553,-1479.2800092522605,-1479.2800092522605,-1479.2800092522605,-1479.2800092522605,-1479.2800092522605,-1479.2800092522605,0.0,0.0,0.0,24000.111196019294
2011-05-08,25509.946361526418,-8166.837289372826,27606.66345389884,25509.946361526418,25509.946361526418,-14952.752658298075,-14952.752658298075,-14952.752658298075,-14952.752658298075,-14952.752658298075,-14952.752658298075,0.0,0.0,0.0,10557.193703228342
2011-05-09,25525.223939653843,5173.151619347278,41605.648459191514,25525.223939653843,25525.223939653843,-1984.521175351325,-1984.521175351325,-1984.521175351325,-1984.521175351325,-1984.521175351325,-1984.521175351325,0.0,0.0,0.0,23540.702764302518
2011-05-10,25540.50151778128,9393.292117724068,44871.94444563626,25540.50151778128,25540.50151778128,1970.495348442536,1970.495348442536,1970.495348442536,1970.495348442536,1970.495348442536,1970.495348442536,0.0,0.0,0.0,27510.996866223813
2011-05-11,25555.779095908707,7624.810469476715,42380.499993218684,25555.779095908707,25555.779095908707,-732.9391834246119,-732.9391834246119,-732.9391834246119,-732.9391834246119,-732.9391834246119,-732.9391834246119,0.0,0.0,0.0,24822.839912484094
2011-05-12,25571.05667403614,14827.291858547707,50725.07767511034,25571.05667403614,25571.05667403614,6523.218076441432,6523.218076441432,6523.218076441432,6523.218076441432,6523.218076441432,6523.218076441432,0.0,0.0,0.0,32094.27475047757
2011-05-13,25586.334252163568,5710.027182264534,42760.78092536563,25586.334252163568,25586.334252163568,-1479.2800092424327,-1479.2800092424327,-1479.2800092424327,-1479.2800092424327,-1479.2800092424327,-1479.2800092424327,0.0,0.0,0.0,24107.054242921135
2011-05-15,25621.443267199553,-6431.8719903182855,28847.584721878706,25621.443267199553,25621.443267199553,-14952.75265826404,-14952.75265826404,-14952.75265826404,-14952.75265826404,-14952.75265826404,-14952.75265826404,0.0,0.0,0.0,10668.690608935513
2011-05-16,25638.997774717547,6904.346055290283,41515.166719822344,25638.997774717547,25638.997774717547,-1984.5211753559165,-1984.5211753559165,-1984.5211753559165,-1984.5211753559165,-1984.5211753559165,-1984.5211753559165,0.0,0.0,0.0,23654.47659936163
2011-05-17,25656.552282235538,10088.40512747322,45964.461755674434,25656.552282235538,25656.552282235538,1970.4953485178612,1970.4953485178612,1970.4953485178612,1970.4953485178612,1970.4953485178612,1970.4953485178612,0.0,0.0,0.0,27627.047630753397
2011-05-18,25674.106789753532,7557.038854126631,43408.809538427384,25674.106789753532,25674.106789753532,-732.9391833765463,-732.9391833765463,-732.9391833765463,-732.9391833765463,-732.9391833765463,-732.9391833765463,0.0,0.0,0.0,24941.167606376985
2011-05-19,25691.661297271527,13898.384091537966,50526.14856113062,25691.661297271527,25691.661297271527,6523.2180764392615,6523.2180764392615,6523.2180764392615,6523.2180764392615,6523.2180764392615,6523.2180764392615,0.0,0.0,0.0,32214.879373710788
2011-05-20,25709.215804789514,5574.814998193704,40487.95183054692,25709.215804789514,25709.215804789514,-1479.2800092440302,-1479.2800092440302,-1479.2800092440302,-1479.2800092440302,-1479.2800092440302,-1479.2800092440302,0.0,0.0,0.0,24229.935795545483
2011-05-22,25744.324819825502,-8061.326526025536,28542.909914623942,25744.324819825502,25744.324819825502,-14952.752658293437,-14952.752658293437,-14952.752658293437,-14952.752658293437,-14952.752658293437,-14952.752658293437,0.0,0.0,0.0,10791.572161532065
2011-05-23,25761.879327343493,4627.107678706215,42558.16003100921,25761.879327343493,25761.879327343493,-1984.521175379202,-1984.521175379202,-1984.521175379202,-1984.521175379202,-1984.521175379202,-1984.521175379202,0.0,0.0,0.0,23777.35815196429
2011-05-24,25779.433834861487,9672.705714643846,45058.52689454281,25779.433834861487,25779.433834861487,1970.4953484663472,1970.4953484663472,1970.4953484663472,1970.4953484663472,1970.4953484663472,1970.4953484663472,0.0,0.0,0.0,27749.929183327833
2011-05-25,25796.98834237948,7812.453507538859,43292.24946278395,25796.98834237948,25796.98834237948,-732.9391833922118,-732.9391833922118,-732.9391833922118,-732.9391833922118,-732.9391833922118,-732.9391833922118,0.0,0.0,0.0,25064.04915898727
2011-05-26,25814.542842497856,15051.82860737296,49556.682857527834,25814.542842497856,25814.542842497856,6523.218076451167,6523.218076451167,6523.218076451167,6523.218076451167,6523.218076451167,6523.218076451167,0.0,0.0,0.0,32337.760918949025
2011-05-27,25832.097342616227,5074.592590796377,40422.84815479208,25832.097342616227,25832.097342616227,-1479.2800092456293,-1479.2800092456293,-1479.2800092456293,-1479.2800092456293,-1479.2800092456293,-1479.2800092456293,0.0,0.0,0.0,24352.817333370596
2011-05-29,25867.20634285297,-6262.127563740062,29834.089250960384,25867.20634285297,25867.20634285297,-14952.752658309337,-14952.752658309337,-14952.752658309337,-14952.752658309337,-14952.752658309337,-14952.752658309337,0.0,0.0,0.0,10914.453684543632
2011-05-31,25902.315343089715,8892.949889163156,44795.40977893042,25902.315343089715,25902.315343089715,1970.495348483301,1970.495348483301,1970.495348483301,1970.495348483301,1970.495348483301,1970.495348483301,0.0,0.0,0.0,27872.810691573017
2011-06-01,25919.869843208086,7357.914822410029,43029.665278459106,25919.869843208086,25919.869843208086,-732.93918335269,-732.93918335269,-732.93918335269,-732.93918335269,-732.93918335269,-732.93918335269,0.0,0.0,0.0,25186.930659855396
2011-06-02,25937.42434332646,13714.333037141281,51113.331142096205,25937.42434332646,25937.42434332646,6523.218076422,6523.218076422,6523.218076422,6523.218076422,6523.218076422,6523.218076422,0.0,0.0,0.0,32460.64241974846
2011-06-03,25954.97884344483,7262.85482849775,42554.13061725756,25954.97884344483,25954.97884344483,-1479.2800092546258,-1479.2800092546258,-1479.2800092546258,-1479.2800092546258,-1479.2800092546258,-1479.2800092546258,0.0,0.0,0.0,24475.698834190203
2011-06-05,25990.087843681576,-4858.461817962161,29155.15505879883,25990.087843681576,25990.087843681576,-14952.75265826181,-14952.75265826181,-14952.75265826181,-14952.75265826181,-14952.75265826181,-14952.75265826181,0.0,0.0,0.0,11037.335185419766
2011-06-06,26007.64234379995,6849.95155415424,42467.83770838471,26007.64234379995,26007.64234379995,-1984.5211753383924,-1984.5211753383924,-1984.5211753383924,-1984.5211753383924,-1984.5211753383924,-1984.5211753383924,0.0,0.0,0.0,24023.12116846156
2011-06-07,26025.196843918322,9943.254779974295,46471.96864156449,26025.196843918322,26025.196843918322,1970.4953485002561,1970.4953485002561,1970.4953485002561,1970.4953485002561,1970.4953485002561,1970.4953485002561,0.0,0.0,0.0,27995.692192418577
2011-06-08,26042.752184496036,8080.527163553194,43082.39934113427,26042.752184496036,26042.752184496036,-732.9391834235428,-732.9391834235428,-732.9391834235428,-732.9391834235428,-732.9391834235428,-732.9391834235428,0.0,0.0,0.0,25309.813001072493
2011-06-09,26060.307525073742,15265.920867467237,51307.09822341333,26060.307525073742,26060.307525073742,6523.218076467941,6523.218076467941,6523.218076467941,6523.218076467941,6523.218076467941,6523.218076467941,0.0,0.0,0.0,32583.52560154168
2011-06-10,26077.862865651456,8293.939560636767,42372.16761209394,26077.862865651456,26077.862865651456,-1479.2800092374016,-1479.2800092374016,-1479.2800092374016,-1479.2800092374016,-1479.2800092374016,-1479.2800092374016,0.0,0.0,0.0,24598.582856414054
2011-06-12,26112.97354680688,-6399.661921681809,29305.89903547222,26112.97354680688,26112.97354680688,-14952.752658291205,-14952.752658291205,-14952.752658291205,-14952.752658291205,-14952.752658291205,-14952.752658291205,0.0,0.0,0.0,11160.220888515674
2011-06-13,26130.528887384593,7242.094087222358,41719.95552944508,26130.528887384593,26130.528887384593,-1984.5211752929918,-1984.5211752929918,-1984.5211752929918,-1984.5211752929918,-1984.5211752929918,-1984.5211752929918,0.0,0.0,0.0,24146.007712091603
2011-06-14,26148.084227962303,11449.606482159226,46465.530618093886,26148.084227962303,26148.084227962303,1970.4953485071126,1970.4953485071126,1970.4953485071126,1970.4953485071126,1970.4953485071126,1970.4953485071126,0.0,0.0,0.0,28118.579576469416
2011-06-15,26165.639568540017,8499.728126312455,43418.8617084208,26165.639568540017,26165.639568540017,-732.9391834221198,-732.9391834221198,-732.9391834221198,-732.9391834221198,-732.9391834221198,-732.9391834221198,0.0,0.0,0.0,25432.700385117896
2011-06-16,26183.19490911773,15040.60745152512,50798.57055288965,26183.19490911773,26183.19490911773,6523.218076438772,6523.218076438772,6523.218076438772,6523.218076438772,6523.218076438772,6523.218076438772,0.0,0.0,0.0,32706.412985556504
2011-06-17,26200.75024969544,6258.7013343756535,43255.21749747369,26200.75024969544,26200.75024969544,-1479.2800092390005,-1479.2800092390005,-1479.2800092390005,-1479.2800092390005,-1479.2800092390005,-1479.2800092390005,0.0,0.0,0.0,24721.47024045644
2011-06-19,26235.860930850868,-6082.261448071819,29743.98728577785,26235.860930850868,26235.860930850868,-14952.752658243679,-14952.752658243679,-14952.752658243679,-14952.752658243679,-14952.752658243679,-14952.752658243679,0.0,0.0,0.0,11283.108272607189
2011-06-20,26259.78363081512,6881.781341312637,41550.625883996116,26259.78363081512,26259.78363081512,-1984.5211753662709,-1984.5211753662709,-1984.5211753662709,-1984.5211753662709,-1984.5211753662709,-1984.5211753662709,0.0,0.0,0.0,24275.26245544885
2011-06-21,26283.706330779383,11044.841887955567,48024.34060494169,26283.706330779383,26283.706330779383,1970.495348465697,1970.495348465697,1970.495348465697,1970.495348465697,1970.495348465697,1970.495348465697,0.0,0.0,0.0,28254.20167924508
2011-06-22,26307.62903074364,7891.810644206345,43938.84807594603,26307.62903074364,26307.62903074364,-732.9391834377849,-732.9391834377849,-732.9391834377849,-732.9391834377849,-732.9391834377849,-732.9391834377849,0.0,0.0,0.0,25574.689847305854
2011-06-23,26331.5517307079,13997.37678671547,49532.29952261892,26331.5517307079,26331.5517307079,6523.218076409606,6523.218076409606,6523.218076409606,6523.218076409606,6523.218076409606,6523.218076409606,0.0,0.0,0.0,32854.769807117504
2011-06-24,26355.47443067216,6891.734168125305,42493.308944780685,26355.47443067216,26355.47443067216,-1479.2800092217751,-1479.2800092217751,-1479.2800092217751,-1479.2800092217751,-1479.2800092217751,-1479.2800092217751,0.0,0.0,0.0,24876.194421450382
2011-06-26,26403.319830600674,-5186.023368881772,28390.67046023294,26403.319830600674,26403.319830600674,-14952.752658273075,-14952.752658273075,-14952.752658273075,-14952.752658273075,-14952.752658273075,-14952.752658273075,0.0,0.0,0.0,11450.5671723276
2011-06-27,26427.24253056493,6945.651019009396,43120.46047818039,26427.24253056493,26427.24253056493,-1984.521175320869,-1984.521175320869,-1984.521175320869,-1984.521175320869,-1984.521175320869,-1984.521175320869,0.0,0.0,0.0,24442.721355244063
2011-06-28,26451.165230529194,10769.601548951145,46214.97434580764,26451.165230529194,26451.165230529194,1970.495348482651,1970.495348482651,1970.495348482651,1970.495348482651,1970.495348482651,1970.495348482651,0.0,0.0,0.0,28421.660579011845
2011-06-29,26475.08793049345,6895.185874735716,42781.794685775436,26475.08793049345,26475.08793049345,-732.9391833982639,-732.9391833982639,-732.9391833982639,-732.9391833982639,-732.9391833982639,-732.9391833982639,0.0,0.0,0.0,25742.148747095187
2011-06-30,26505.47315212875,14093.496281515289,51156.996264415895,26505.47315212875,26505.47315212875,6523.218076455547,6523.218076455547,6523.218076455547,6523.218076455547,6523.218076455547,6523.218076455547,0.0,0.0,0.0,33028.6912285843
2011-07-01,26535.85837376406,7196.484851241592,42851.92993524694,26535.85837376406,26535.85837376406,-1479.2800092495947,-1479.2800092495947,-1479.2800092495947,-1479.2800092495947,-1479.2800092495947,-1479.2800092495947,0.0,0.0,0.0,25056.578364514462
2011-07-03,26596.628817034663,-6868.365254159499,30095.443370936217,26596.628817034663,26596.628817034663,-14952.752658270754,-14952.752658270754,-14952.752658270754,-14952.752658270754,-14952.752658270754,-14952.752658270754,0.0,0.0,0.0,11643.87615876391
2011-07-04,26627.014038669964,6877.156296680993,42887.99943311435,26627.014038669964,26627.014038669964,-1984.521175275469,-1984.521175275469,-1984.521175275469,-1984.521175275469,-1984.521175275469,-1984.521175275469,0.0,0.0,0.0,24642.492863394495
2011-07-05,26657.39926030527,11867.202795716707,46538.042772604196,26657.39926030527,26657.39926030527,1970.4953484412345,1970.4953484412345,1970.4953484412345,1970.4953484412345,1970.4953484412345,1970.4953484412345,0.0,0.0,0.0,28627.8946087465
2011-07-06,26687.78448194057,8230.988443385904,43335.44996018935,26687.78448194057,26687.78448194057,-732.9391834053858,-732.9391834053858,-732.9391834053858,-732.9391834053858,-732.9391834053858,-732.9391834053858,0.0,0.0,0.0,25954.845298535183
2011-07-07,26718.16970357587,15125.69993167203,51184.834779022945,26718.16970357587,26718.16970357587,6523.2180764263785,6523.2180764263785,6523.2180764263785,6523.2180764263785,6523.2180764263785,6523.2180764263785,0.0,0.0,0.0,33241.387780002246
2011-07-08,26748.554925211174,7301.885159365599,42755.60979418848,26748.554925211174,26748.554925211174,-1479.2800092323705,-1479.2800092323705,-1479.2800092323705,-1479.2800092323705,-1479.2800092323705,-1479.2800092323705,0.0,0.0,0.0,25269.274915978804
2011-07-10,26809.32536848178,-5400.33788531778,28436.199153207177,26809.32536848178,26809.32536848178,-14952.752658300147,-14952.752658300147,-14952.752658300147,-14952.752658300147,-14952.752658300147,-14952.752658300147,0.0,0.0,0.0,11856.572710181632
2011-07-11,26839.710590117083,6922.196717783897,42432.70239816103,26839.710590117083,26839.710590117083,-1984.5211753487456,-1984.5211753487456,-1984.5211753487456,-1984.5211753487456,-1984.5211753487456,-1984.5211753487456,0.0,0.0,0.0,24855.189414768338
2011-07-12,26902.703845018266,11321.416422040598,46996.65384993514,26902.703845018266,26902.703845018266,1970.4953485064623,1970.4953485064623,1970.4953485064623,1970.4953485064623,1970.4953485064623,1970.4953485064623,0.0,0.0,0.0,28873.199193524728
2011-07-13,26965.69709991945,9162.704708761874,41909.72629237323,26965.69709991945,26965.69709991945,-732.9391834210506,-732.9391834210506,-732.9391834210506,-732.9391834210506,-732.9391834210506,-732.9391834210506,0.0,0.0,0.0,26232.757916498398
2011-07-14,27028.690354820632,14882.694759835644,52453.786922698964,27028.690354820632,27028.690354820632,6523.218076438286,6523.218076438286,6523.218076438286,6523.218076438286,6523.218076438286,6523.218076438286,0.0,0.0,0.0,33551.90843125892
2011-07-15,27091.68360972181,7118.480976542073,44742.28209965779,27091.68360972181,27091.68360972181,-1479.2800092151438,-1479.2800092151438,-1479.2800092151438,-1479.2800092151438,-1479.2800092151438,-1479.2800092151438,0.0,0.0,0.0,25612.403600506666
2011-07-17,27217.67011952417,-6340.963910789989,30526.71699824393,27217.67011952417,27217.67011952417,-14952.752658284337,-14952.752658284337,-14952.752658284337,-14952.752658284337,-14952.752658284337,-14952.752658284337,0.0,0.0,0.0,12264.917461239833
2011-07-18,27280.663374425352,6943.74874658184,42007.383670529256,27280.663374425352,27280.663374425352,-1984.5211753033448,-1984.5211753033448,-1984.5211753033448,-1984.5211753033448,-1984.5211753033448,-1984.5211753033448,0.0,0.0,0.0,25296.14219912201
2011-07-19,27343.656629326535,11891.849015060672,45712.23172048946,27343.656629326535,27343.656629326535,1970.4953485133185,1970.4953485133185,1970.4953485133185,1970.4953485133185,1970.4953485133185,1970.4953485133185,0.0,0.0,0.0,29314.151977839854
2011-07-20,27406.649884227718,8673.3101859069,44769.582761569574,27406.649884227718,27406.649884227718,-732.9391834367165,-732.9391834367165,-732.9391834367165,-732.9391834367165,-732.9391834367165,-732.9391834367165,0.0,0.0,0.0,26673.710700791
2011-07-21,27469.643139128897,15605.084128089402,52258.93180540754,27469.643139128897,27469.643139128897,6523.218076409119,6523.218076409119,6523.218076409119,6523.218076409119,6523.218076409119,6523.218076409119,0.0,0.0,0.0,33992.86121553802
2011-07-22,27532.636394030083,9118.708821704591,43440.20748810356,27532.636394030083,27532.636394030083,-1479.2800092429661,-1479.2800092429661,-1479.2800092429661,-1479.2800092429661,-1479.2800092429661,-1479.2800092429661,0.0,0.0,0.0,26053.35638478712
2011-07-24,27731.58666055312,-4548.024277306809,29417.012949034124,27731.58666055312,27731.58666055312,-14952.75265828202,-14952.75265828202,-14952.75265828202,-14952.75265828202,-14952.75265828202,-14952.75265828202,0.0,0.0,0.0,12778.8340022711
2011-07-25,27831.06179381464,7973.62989216015,44409.161207189136,27831.06179381464,27831.06179381464,-1984.521175307937,-1984.521175307937,-1984.521175307937,-1984.521175307937,-1984.521175307937,-1984.521175307937,0.0,0.0,0.0,25846.5406185067
2011-07-26,27930.53692707616,14030.359356060013,47677.737170269895,27930.53692707616,27930.53692707616,1970.4953485302724,1970.4953485302724,1970.4953485302724,1970.4953485302724,1970.4953485302724,1970.4953485302724,0.0,0.0,0.0,29901.03227560643
2011-07-27,28030.012060337678,9645.340028954419,45949.6802574916,28030.012060337678,28030.012060337678,-732.9391833886503,-732.9391833886503,-732.9391833886503,-732.9391833886503,-732.9391833886503,-732.9391833886503,0.0,0.0,0.0,27297.072876949027
2011-07-28,28129.487193599194,17556.207833967484,53098.11777185822,28129.487193599194,28129.487193599194,6523.218076413986,6523.218076413986,6523.218076413986,6523.218076413986,6523.218076413986,6523.218076413986,0.0,0.0,0.0,34652.70527001318
2011-07-29,28228.962326860714,10474.162831283438,45613.0444812432,28228.962326860714,28228.962326860714,-1479.2800092331381,-1479.2800092331381,-1479.2800092331381,-1479.2800092331381,-1479.2800092331381,-1479.2800092331381,0.0,0.0,0.0,26749.682317627576
2011-07-31,28427.91259338375,-4327.486993293296,31130.625204371514,28427.91259338375,28427.91259338375,-14952.752658279695,-14952.752658279695,-14952.752658279695,-14952.752658279695,-14952.752658279695,-14952.752658279695,0.0,0.0,0.0,13475.159935104055
2011-08-01,28527.387726645266,9391.578733934639,45145.7195873136,28527.387726645266,28527.387726645266,-1984.521175262537,-1984.521175262537,-1984.521175262537,-1984.521175262537,-1984.521175262537,-1984.521175262537,0.0,0.0,0.0,26542.86655138273
2011-08-02,28626.862859906774,13772.151051098745,48966.52126786472,28626.862859906774,28626.862859906774,1970.4953484787588,1970.4953484787588,1970.4953484787588,1970.4953484787588,1970.4953484787588,1970.4953484787588,0.0,0.0,0.0,30597.358208385533
2011-08-03,28762.696335270502,11872.023327575924,46583.17720872034,28762.696335270502,28762.696335270502,-732.9391834595034,-732.9391834595034,-732.9391834595034,-732.9391834595034,-732.9391834595034,-732.9391834595034,0.0,0.0,0.0,28029.757151810998
2011-08-04,28898.529810634223,17403.463484101503,53214.60575414165,28898.529810634223,28898.529810634223,6523.218076425891,6523.218076425891,6523.218076425891,6523.218076425891,6523.218076425891,6523.218076425891,0.0,0.0,0.0,35421.74788706011
2011-08-05,29034.36328599795,10458.159798258303,45054.67839674524,29034.36328599795,29034.36328599795,-1479.2800092535576,-1479.2800092535576,-1479.2800092535576,-1479.2800092535576,-1479.2800092535576,-1479.2800092535576,0.0,0.0,0.0,27555.083276744394
2011-08-07,29306.030236725404,-2872.460488942712,31146.037127514956,29306.030236725404,29306.030236725404,-14952.752658295598,-14952.752658295598,-14952.752658295598,-14952.752658295598,-14952.752658295598,-14952.752658295598,0.0,0.0,0.0,14353.277578429806
2011-08-08,29441.863712089125,9942.142070469437,45070.923700351355,29441.863712089125,29441.863712089125,-1984.5211752858206,-1984.5211752858206,-1984.5211752858206,-1984.5211752858206,-1984.5211752858206,-1984.5211752858206,0.0,0.0,0.0,27457.342536803306
2011-08-09,29577.697187452854,13483.670699827842,49623.571383208524,29577.697187452854,29577.697187452854,1970.4953484373439,1970.4953484373439,1970.4953484373439,1970.4953484373439,1970.4953484373439,1970.4953484373439,0.0,0.0,0.0,31548.192535890197
2011-08-10,29713.53066281658,10186.081197061529,46317.67760429372,29713.53066281658,29713.53066281658,-732.9391834199826,-732.9391834199826,-732.9391834199826,-732.9391834199826,-732.9391834199826,-732.9391834199826,0.0,0.0,0.0,28980.5914793966
2011-08-11,29849.364138180306,17616.031595955632,53577.811511431406,29849.364138180306,29849.364138180306,6523.218076437796,6523.218076437796,6523.218076437796,6523.218076437796,6523.218076437796,6523.218076437796,0.0,0.0,0.0,36372.5822146181
2011-08-12,29985.19761354403,9784.884121995465,47040.579644132245,29985.19761354403,29985.19761354403,-1479.2800092437321,-1479.2800092437321,-1479.2800092437321,-1479.2800092437321,-1479.2800092437321,-1479.2800092437321,0.0,0.0,0.0,28505.9176043003
2011-08-14,30256.864564271487,-1403.0441066438316,32655.246029887207,30256.864564271487,30256.864564271487,-14952.752658261566,-14952.752658261566,-14952.752658261566,-14952.752658261566,-14952.752658261566,-14952.752658261566,0.0,0.0,0.0,15304.11190600992
2011-08-15,30428.108864494236,11422.189894275041,47517.43845321217,30428.108864494236,30428.108864494236,-1984.5211753591004,-1984.5211753591004,-1984.5211753591004,-1984.5211753591004,-1984.5211753591004,-1984.5211753591004,0.0,0.0,0.0,28443.587689135136
2011-08-16,30599.353164716988,14150.165143209966,51036.068576943064,30599.353164716988,30599.353164716988,1970.4953485126694,1970.4953485126694,1970.4953485126694,1970.4953485126694,1970.4953485126694,1970.4953485126694,0.0,0.0,0.0,32569.848513229656
2011-08-17,30770.59746493974,12248.155118670045,49514.376015148824,30770.59746493974,30770.59746493974,-732.9391834356477,-732.9391834356477,-732.9391834356477,-732.9391834356477,-732.9391834356477,-732.9391834356477,0.0,0.0,0.0,30037.658281504093
2011-08-18,30941.841765162488,18650.49389156871,54864.19272989009,30941.841765162488,30941.841765162488,6523.218076401592,6523.218076401592,6523.218076401592,6523.218076401592,6523.218076401592,6523.218076401592,0.0,0.0,0.0,37465.05984156408
2011-08-19,31113.08606538524,11981.585988928951,47310.23080859941,31113.08606538524,31113.08606538524,-1479.28000924533,-1479.28000924533,-1479.28000924533,-1479.28000924533,-1479.28000924533,-1479.28000924533,0.0,0.0,0.0,29633.80605613991
2011-08-21,31455.57466583074,-2411.183168791201,34957.56873482185,31455.57466583074,31455.57466583074,-14952.752658290958,-14952.752658290958,-14952.752658290958,-14952.752658290958,-14952.752658290958,-14952.752658290958,0.0,0.0,0.0,16502.822007539784
2011-08-22,31626.818966053495,11129.663667468647,47653.5743378506,31626.818966053495,31626.818966053495,-1984.5211753636927,-1984.5211753636927,-1984.5211753636927,-1984.5211753636927,-1984.5211753636927,-1984.5211753636927,0.0,0.0,0.0,29642.2977906898
2011-08-23,31798.063266276247,16056.939878282368,53750.9480980807,31798.063266276247,31798.063266276247,1970.4953484611544,1970.4953484611544,1970.4953484611544,1970.4953484611544,1970.4953484611544,1970.4953484611544,0.0,0.0,0.0,33768.558614737405
2011-08-24,31969.307566498996,12174.499962260554,49692.939399674,31969.307566498996,31969.307566498996,-732.9391833875812,-732.9391833875812,-732.9391833875812,-732.9391833875812,-732.9391833875812,-732.9391833875812,0.0,0.0,0.0,31236.368383111414
2011-08-25,32140.55186672174,22639.49870979625,56793.68781048874,32140.55186672174,32140.55186672174,6523.21807645457,6523.21807645457,6523.21807645457,6523.21807645457,6523.21807645457,6523.21807645457,0.0,0.0,0.0,38663.76994317631
2011-08-26,32333.9395307941,12599.768087954077,47444.475227173614,32333.9395307941,32333.9395307941,-1479.280009246929,-1479.280009246929,-1479.280009246929,-1479.280009246929,-1479.280009246929,-1479.280009246929,0.0,0.0,0.0,30854.65952154717
2011-08-28,32720.714858938805,-459.71685955630585,35057.0040040659,32720.714858938805,32720.714858938805,-14952.752658288638,-14952.752658288638,-14952.752658288638,-14952.752658288638,-14952.752658288638,-14952.752658288638,0.0,0.0,0.0,17767.962200650167
2011-08-30,33107.4901870835,16964.180673120536,55018.39605694134,33107.4901870835,33107.4901870835,1970.4953484781097,1970.4953484781097,1970.4953484781097,1970.4953484781097,1970.4953484781097,1970.4953484781097,0.0,0.0,0.0,35077.98553556161
2011-08-31,33300.87785115586,14283.97106170231,48918.73092411326,33300.87785115586,33300.87785115586,-732.9391833480603,-732.9391833480603,-732.9391833480603,-732.9391833480603,-732.9391833480603,-732.9391833480603,0.0,0.0,0.0,32567.938667807804
2011-09-01,33494.26551522821,21578.945668598666,56006.70258104061,33494.26551522821,33494.26551522821,6523.218076418365,6523.218076418365,6523.218076418365,6523.218076418365,6523.218076418365,6523.218076418365,0.0,0.0,0.0,40017.483591646574
2011-09-02,33687.65317930057,14700.856866449865,49108.65936767052,33687.65317930057,33687.65317930057,-1479.2800092485293,-1479.2800092485293,-1479.2800092485293,-1479.2800092485293,-1479.2800092485293,-1479.2800092485293,0.0,0.0,0.0,32208.37317005204
2011-09-04,34074.428507445264,2036.1275075162039,37208.11541314806,34074.428507445264,34074.428507445264,-14952.752658304542,-14952.752658304542,-14952.752658304542,-14952.752658304542,-14952.752658304542,-14952.752658304542,0.0,0.0,0.0,19121.675849140724
2011-09-05,34267.816171517625,14143.048264114774,51487.013125474834,34267.816171517625,34267.816171517625,-1984.521175341577,-1984.521175341577,-1984.521175341577,-1984.521175341577,-1984.521175341577,-1984.521175341577,0.0,0.0,0.0,32283.294996176046
2011-09-06,34461.20383558997,20002.501153947404,54363.033798594355,34461.20383558997,34461.20383558997,1970.4953484950636,1970.4953484950636,1970.4953484950636,1970.4953484950636,1970.4953484950636,1970.4953484950636,0.0,0.0,0.0,36431.69918408503
2011-09-07,34654.591499662325,15800.36397663422,50330.44128446823,34654.591499662325,34654.591499662325,-732.9391834189134,-732.9391834189134,-732.9391834189134,-732.9391834189134,-732.9391834189134,-732.9391834189134,0.0,0.0,0.0,33921.65231624341
2011-09-08,34848.000714711634,24420.770309076386,59655.66906829145,34848.000714711634,34848.000714711634,6523.2180764643035,6523.2180764643035,6523.2180764643035,6523.2180764643035,6523.2180764643035,6523.2180764643035,0.0,0.0,0.0,41371.21879117594
2011-09-09,35041.40992976096,15252.15746815497,51429.41263947334,35041.40992976096,35041.40992976096,-1479.2800092387,-1479.2800092387,-1479.2800092387,-1479.2800092387,-1479.2800092387,-1479.2800092387,0.0,0.0,0.0,33562.12992052226
